Radius,Simulated,Theoretical,STDEV
903,477.497,459.347,367.199
904,487.556,460.365,387.225
905,486.512,461.384,358.111
906,451.491,462.404,331.256
907,423.503,463.425,322.191
908,482.951,464.448,373.711
909,490.488,465.471,370.051
910,508.318,466.496,385.225
911,443.787,467.522,334.937
912,437.989,468.549,317.706
913,478.704,469.577,370.939
914,485.706,470.606,373.972
915,511.708,471.637,397.144
916,469.962,472.668,339.129
917,432.318,473.701,324.432
918,472.331,474.734,363.677
919,482.827,475.769,346.852
920,514.171,476.805,416.612
921,478.303,477.842,342.474
922,460.354,478.881,354.487
923,461.572,479.92,356.032
924,499.056,480.96,357.874
925,518.806,482.002,425.349
926,496.195,483.045,356.747
927,459.769,484.089,361.118
928,467.049,485.134,356.628
929,504.927,486.18,362.853
930,521.862,487.227,427.649
931,502.542,488.275,365.422
932,460.183,489.325,358.543
933,472.885,490.375,362.964
934,504.501,491.427,363.706
935,527.94,492.48,427.206
936,502.092,493.534,376.495
937,475.793,494.589,365.341
938,475.336,495.645,367.946
939,504.947,496.703,363.885
940,539.591,497.761,430.089
941,513.293,498.821,385.329
942,460.335,499.882,344.014
943,500.466,500.943,381.497
944,523.714,502.006,400.145
945,545.253,503.071,415.515
946,492.372,504.136,369.431
947,469.37,505.202,350.55
948,511.912,506.27,384.851
949,534.491,507.338,410.96
950,552.134,508.408,420.652
951,483.171,509.479,364.823
952,467.689,510.551,356.929
953,533.959,511.624,395.983
954,554.806,512.699,444.369
955,531.322,513.774,384.885
956,493.456,514.85,379.738
957,483.493,515.928,368.206
958,535.237,517.007,393.213
959,565.158,518.087,447.011
960,522.979,519.168,398.765
961,484.736,520.25,376.919
962,532.253,521.333,416.421
963,546.013,522.418,412.422
964,581.751,523.503,451.239
965,485.735,524.59,375.676
966,487.953,525.678,380.149
967,555.885,526.767,428.461
968,577.173,527.857,475.208
969,547.736,528.948,421.037
970,503.06,530.04,391.256
971,509.701,531.134,420.993
972,556.85,532.228,407.916
973,592.508,533.324,496.384
974,514.223,534.421,392.206
975,489.747,535.519,382.788
976,560.42,536.618,442.203
977,588.91,537.718,477.766
978,565.086,538.819,427.4
979,506.344,539.922,399.572
980,521.108,541.025,426.94
981,557.736,542.13,410.399
982,612.428,543.236,499.487
983,517.21,544.343,389.971
984,502.085,545.451,400.22
985,568.413,546.56,437.275
986,593.747,547.67,481.776
987,567.106,548.782,429.697
988,508.198,549.894,404.59
989,554.484,551.008,442.014
990,582.366,552.123,435.114
991,603.712,553.239,489.946
992,514.984,554.356,400.506
993,516.964,555.474,400.24
994,593.051,556.594,449.305
995,596.542,557.714,495.456
996,563.327,558.836,426.2
997,503.601,559.958,387.018
998,576.318,561.082,466.698
999,603.539,562.207,465.048
1000,586.754,563.333,459.044
1001,521.619,564.46,405.255
1002,542.305,565.589,439.779
1003,608.121,566.718,452.713
1004,613.513,567.849,488.209
1005,524.609,568.981,410.681
1006,529.248,570.114,406.001
1007,596.373,571.247,446.962
1008,609.601,572.383,505.025
1009,564.105,573.519,428.585
1010,517.944,574.656,412.242
1011,601.737,575.795,460.471
1012,617.693,576.934,499.346
1013,589.553,578.075,449.43
1014,523.062,579.217,415.118
1015,587.257,580.36,474.753
1016,628.568,581.504,467.599
1017,598.088,582.649,481.708
1018,541.381,583.796,421.063
1019,567.3,584.943,471.842
1020,624.465,586.092,460.998
1021,624.432,587.242,501.03
1022,552.852,588.393,424.381
1023,551.804,589.545,445.913
1024,618.011,590.698,464.035
1025,654.938,591.852,533.734
1026,555.095,593.007,421.028
1027,549.67,594.164,435.153
1028,624.956,595.322,473.434
1029,644.689,596.48,540.262
1030,561.745,597.64,413.419
1031,556.177,598.801,450.525
1032,632.278,599.963,478.213
1033,632.475,601.127,527.939
1034,594.24,602.291,445.287
1035,537.953,603.457,430.185
1036,632.852,604.623,479.391
1037,641.643,605.791,536.208
1038,597.169,606.96,444.816
1039,542.127,608.13,429.522
1040,634.363,609.301,487.198
1041,651.441,610.474,527.937
1042,611.649,611.647,459.728
1043,547.126,612.822,434.979
1044,634.859,613.997,488.955
1045,657.83,615.174,531.899
1046,615.965,616.352,477.42
1047,549.695,617.531,434.875
1048,643.011,618.711,493.287
1049,661.323,619.892,546.313
1050,610.636,621.075,462.774
1051,570.704,622.258,455.933
1052,654.168,623.443,508.559
1053,648.489,624.629,542.538
1054,619.474,625.816,466.086
1055,582.12,627.004,477.447
1056,648.863,628.193,505.024
1057,669.39,629.384,549.988
1058,602.872,630.575,463.399
1059,600.093,631.768,494.641
1060,655.692,632.961,511.718
1061,687.585,634.156,554.062
1062,600.152,635.352,469.77
1063,597.706,636.549,504.696
1064,676.847,637.747,522.593
1065,662.545,638.947,530.072
1066,614.283,640.147,502.849
1067,630.225,641.349,522.938
1068,671.301,642.551,504.351
1069,661.474,643.755,550.716
1070,602.007,644.96,503.758
1071,650.571,646.166,525.259
1072,679.994,647.374,549.317
1073,647.062,648.582,512.321
1074,598.739,649.791,503.945
1075,675.95,651.002,523.986
1076,693.922,652.214,569.329
1077,637.611,653.427,522.102
1078,625.676,654.641,504.138
1079,682.122,655.856,526.686
1080,715.112,657.072,583.819
1081,629.978,658.289,523.618
1082,648.695,659.508,529.62
1083,702.476,660.727,532.573
1084,672.661,661.948,554.523
1085,619.485,663.17,507.712
1086,688.13,664.393,533.752
1087,709.898,665.617,579.894
1088,656.752,666.842,533.942
1089,633.288,668.069,511.811
1090,713.939,669.296,540.366
1091,706.156,670.525,586.827
1092,655.38,671.755,541.554
1093,663.86,672.986,529.925
1094,728.171,674.218,566.43
1095,670.433,675.451,534.693
1096,635.891,676.685,528.251
1097,709.87,677.92,538.703
1098,751.463,679.157,608.608
1099,653.692,680.395,529.043
1100,646.211,681.633,526.159
1101,740.771,682.873,556.2
1102,695.372,684.114,569.934
1103,633.362,685.356,521.501
1104,720.806,686.6,547.466
1105,746.304,687.844,607.959
1106,661.382,689.09,534.605
1107,651.69,690.336,537.079
1108,743.6,691.584,538.028
1109,714.954,692.833,606.754
1110,644.832,694.083,520.145
1111,712.369,695.334,542.736
1112,765.467,696.586,622.334
1113,670.553,697.84,537.47
1114,661,699.094,538.299
1115,772.962,700.35,563.119
1116,706.58,701.607,585.145
1117,655.725,702.865,539.411
1118,732.851,704.124,544.653
1119,782.972,705.384,625.535
1120,681.296,706.645,560.977
1121,680.935,707.908,542.727
1122,756.986,709.171,579.502
1123,724.145,710.436,587.414
1124,659.833,711.702,523.389
1125,737.713,712.969,553.378
1126,779.336,714.237,648.911
1127,680.544,715.506,562.959
1128,720.532,716.776,545.3
1129,766.796,718.048,621.298
1130,714.29,719.32,586.353
1131,689.1,720.594,552.977
1132,787.69,721.869,577.77
1133,727.063,723.145,616.743
1134,676.805,724.422,549.715
1135,751.414,725.7,599.858
1136,799.411,726.979,668.257
1137,681.156,728.26,557.048
1138,730.922,729.541,571.748
1139,781.991,730.824,656.342
1140,723.568,732.108,589.579
1141,696.254,733.393,557.881
1142,797.011,734.679,626.345
1143,743.253,735.966,625.491
1144,683.424,737.255,552.823
1145,762.918,738.544,619.487
1146,814.326,739.835,662.988
1147,701.523,741.126,579.113
1148,736.987,742.419,568.402
1149,824.875,743.713,692.768
1150,723.315,745.008,584.749
1151,713.137,746.305,567.788
1152,806.767,747.602,667.109
1153,734.543,748.9,595.598
1154,720.893,750.2,565.25
1155,817.314,751.501,640.182
1156,764.583,752.803,646.028
1157,705.525,754.106,573.001
1158,795.061,755.41,638.276
1159,814.084,756.715,656.564
1160,698.858,758.021,569.092
1161,777.599,759.329,608.056
1162,842.414,760.637,683.842
1163,706.644,761.947,584.034
1164,756.116,763.258,571.153
1165,843.406,764.57,702.894
1166,745.353,765.883,596.308
1167,729.49,767.197,566.105
1168,836.959,768.513,681.242
1169,764.552,769.829,635.137
1170,724.141,771.147,559.065
1171,847.29,772.466,691.364
1172,784.219,773.786,626.021
1173,718.789,775.107,559.47
1174,848.543,776.429,657.192
1175,795.794,777.752,663.967
1176,720.404,779.076,574.691
1177,839.459,780.402,659.623
1178,817.948,781.729,670.434
1179,710.029,783.056,572.321
1180,831.674,784.385,651.649
1181,859.756,785.715,693.911
1182,711.042,787.047,569.339
1183,804.45,788.379,618.773
1184,882.099,789.712,711.062
1185,729.423,791.047,588.204
1186,793.53,792.382,606.195
1187,881.527,793.719,719.701
1188,743.898,795.057,592.128
1189,794.231,796.396,612.678
1190,879.728,797.736,718.266
1191,748.044,799.078,588.958
1192,798.256,800.42,619.754
1193,884.29,801.764,729.368
1194,748.693,803.108,594.014
1195,791.47,804.454,588.004
1196,892.044,805.801,751.566
1197,754.375,807.149,611.806
1198,791.982,808.498,591.016
1199,903.658,809.849,753.854
1200,755.375,811.2,610.984
1201,792.432,812.553,590.624
1202,913.511,813.906,759.736
1203,753.704,815.261,604.739
1204,813.586,816.617,626.079
1205,898.402,817.974,741.431
1206,768.421,819.332,617.347
1207,815.795,820.692,636.129
1208,902.278,822.052,742.368
1209,768.119,823.414,622.078
1210,832.255,824.776,655.863
1211,910.687,826.14,741.272
1212,749.55,827.505,617.838
1213,849.065,828.871,663.1
1214,918.305,830.238,743.712
1215,751.367,831.607,615.889
1216,887.091,832.976,695.27
1217,877.721,834.347,717.292
1218,768.687,835.719,620.201
1219,910.95,837.091,718.717
1220,869.323,838.465,717.868
1221,770.738,839.84,612.678
1222,920.494,841.217,751.687
1223,838.667,842.594,677.172
1224,801.637,843.972,633.492
1225,926.546,845.352,768.269
1226,836.476,846.733,671.922
1227,808.183,848.115,635.284
1228,921.022,849.498,755.414
1229,842.068,850.882,693.929
1230,819.117,852.267,645.551
1231,957.647,853.653,784.536
1232,797.029,855.041,660.378
1233,850.975,856.429,673.155
1234,957.125,857.819,782.936
1235,771.865,859.21,650.802
1236,916.547,860.602,723.726
1237,907.732,861.995,742.346
1238,803.131,863.389,671.687
1239,963.323,864.785,822.39
1240,857.937,866.181,675.007
1241,835.497,867.579,678.671
1242,961.574,868.978,816.828
1243,858.281,870.378,713.369
1244,843.473,871.779,649.252
1245,976.755,873.181,842.264
1246,810.467,874.584,655.58
1247,915.348,875.988,741.56
1248,946.155,877.394,788.541
1249,810.288,878.801,678.445
1250,979.784,880.208,817.496
1251,889.336,881.617,717.587
1252,852.676,883.027,685.896
1253,994.513,884.438,865.391
1254,837.888,885.851,679.993
1255,886.596,887.264,706.481
1256,991.657,888.679,841.971
1257,800.974,890.094,672.275
1258,982.53,891.511,796.766
1259,923.85,892.929,766.658
1260,840.299,894.348,685.433
1261,993.524,895.768,854.647
1262,897.164,897.189,735.461
1263,872.935,898.612,667.067
1264,1001.08,900.035,866.935
1265,825.055,901.46,693.623
1266,980.125,902.886,801.345
1267,941.755,904.313,769.64
1268,844.893,905.741,684.641
1269,1014,907.17,858.075
1270,896.805,908.6,763.085
1271,902.14,910.032,722.009
1272,1022.1,911.464,876.266
1273,832.539,912.898,672.869
1274,996.126,914.333,820.542
1275,946.766,915.769,800.724
1276,881.505,917.206,703.188
1277,1040.21,918.644,900.85
1278,863.755,920.083,685.003
1279,978.452,921.524,820.147
1280,986.646,922.965,808.658
1281,855.219,924.408,690.967
1282,1034.85,925.852,868.657
1283,919.665,927.297,760.835
1284,925.692,928.743,728.896
1285,1026.31,930.19,882.773
1286,866.322,931.638,689.448
1287,1035.64,933.088,882.173
1288,955.983,934.539,759.193
1289,914.465,935.99,719.385
1290,1037.44,937.443,901.254
1291,883.61,938.897,714.417
1292,1023.2,940.352,836.19
1293,970.119,941.808,807.651
1294,926.004,943.266,726.191
1295,1042.56,944.724,902.62
1296,893.783,946.184,713.922
1297,1043.14,947.644,832.996
1298,963.051,949.106,801.265
1299,942.671,950.569,738.9
1300,1045.47,952.033,901.518
1301,904.693,953.499,713.62
1302,1051.99,954.965,832.71
1303,967.307,956.432,809.244
1304,947.15,957.901,738.703
1305,1059.56,959.371,902.354
1306,919.664,960.842,730.843
1307,1069.19,962.314,878.356
1308,982.579,963.787,773.254
1309,952.727,965.261,738.461
1310,1085.93,966.736,921.337
1311,915.991,968.213,726.472
1312,1075.87,969.691,887.879
1313,987.712,971.169,804.399
1314,983.153,972.649,753.903
1315,1060.87,974.13,881.978
1316,957.273,975.612,761.189
1317,1103.25,977.096,935.552
1318,944.358,978.58,732.053
1319,1058.72,980.065,867.896
1320,1003.36,981.552,802.041
1321,1004.09,983.04,813.629
1322,1100,984.529,911.619
1323,956.583,986.019,777.786
1324,1111.31,987.51,911.02
1325,1016.53,989.002,827.582
1326,993.945,990.496,768.308
1327,1083.41,991.99,913.736
1328,988.007,993.486,787.944
1329,1121.76,994.983,952.14
1330,963.04,996.48,781.25
1331,1101.17,997.979,909.244
1332,1046.56,999.48,848.456
1333,996.977,1000.98,774.206
1334,1105.8,1002.48,920.96
1335,990.675,1003.99,786.569
1336,1128.93,1005.49,955.494
1337,965.853,1007,783.032
1338,1112.46,1008.5,913.697
1339,1057.55,1010.01,847.914
1340,1017.27,1011.52,794.436
1341,1098.42,1013.03,916.907
1342,1007.58,1014.54,803.19
1343,1125.49,1016.06,955.508
1344,990.337,1017.57,793.757
1345,1131.01,1019.08,918.114
1346,1041.54,1020.6,852.453
1347,1061.37,1022.12,844.164
1348,1060.17,1023.64,863.195
1349,1039.76,1025.15,843.172
1350,1137.25,1026.68,942.563
1351,998.327,1028.2,786.179
1352,1132.5,1029.72,934.332
1353,1024.17,1031.24,833.233
1354,1131.05,1032.77,912.237
1355,1059.15,1034.29,891.832
1356,1042.68,1035.82,836.12
1357,1132.59,1037.35,950.84
1358,1032.47,1038.88,833.908
1359,1164.76,1040.41,1003.05
1360,1011.52,1041.94,797.565
1361,1167.77,1043.47,994.841
1362,1051.78,1045.01,842.283
1363,1144.87,1046.54,941.607
1364,1092.91,1048.08,909.452
1365,1062.46,1049.62,878.211
1366,1145.27,1051.16,968.95
1367,1059.55,1052.69,875.968
1368,1173.5,1054.24,987.848
1369,1033.21,1055.78,816.159
1370,1181.45,1057.32,1027.79
1371,1020.1,1058.86,806.514
1372,1170.91,1060.41,996.386
1373,1095.77,1061.96,869.681
1374,1119.71,1063.5,929.898
1375,1114.6,1065.05,918.451
1376,1082.01,1066.6,876.741
1377,1171.77,1068.15,977.971
1378,1065.58,1069.7,865.558
1379,1183.28,1071.26,998.753
1380,1052.14,1072.81,825.991
1381,1206.23,1074.37,1034.54
1382,1034.09,1075.92,810.585
1383,1197,1077.48,1004.66
1384,1081.11,1079.04,855.016
1385,1157.39,1080.6,939.22
1386,1126.2,1082.16,936.013
1387,1084.09,1083.72,881.126
1388,1162.55,1085.29,977.732
1389,1103.39,1086.85,882.482
1390,1187.02,1088.42,1002
1391,1092.67,1089.98,869.758
1392,1207.09,1091.55,1025.92
1393,1072.1,1093.12,833.635
1394,1233.96,1094.69,1058.77
1395,1046.98,1096.26,805.417
1396,1236.89,1097.83,1036.02
1397,1077.81,1099.41,848.212
1398,1214.94,1100.98,1041.65
1399,1134.63,1102.56,880.799
1400,1182.2,1104.13,958.596
1401,1162.74,1105.71,974.858
1402,1136.5,1107.29,917.667
1403,1187.56,1108.87,982.99
1404,1128,1110.45,900.298
1405,1199.19,1112.03,1004.71
1406,1141.75,1113.62,902.629
1407,1231.24,1115.2,1034.83
1408,1125.12,1116.79,902.609
1409,1232.12,1118.38,1024.37
1410,1118.23,1119.96,885.108
1411,1251.81,1121.55,1047.37
1412,1108.72,1123.14,869.685
1413,1238.32,1124.73,1043.09
1414,1125.94,1126.33,870.731
1415,1268.01,1127.92,1071.9
1416,1095.33,1129.52,840.035
1417,1276.9,1131.11,1083.43
1418,1102.62,1132.71,844.557
1419,1286.91,1134.31,1085.98
1420,1093.03,1135.91,843.347
1421,1269.19,1137.51,1049.47
1422,1115.1,1139.11,874.01
1423,1282.49,1140.71,1065.25
1424,1131.99,1142.31,878.731
1425,1247.93,1143.92,1053.03
1426,1170.74,1145.52,898.471
1427,1240.2,1147.13,1052.34
1428,1185.12,1148.74,903.688
1429,1217.01,1150.35,983.715
1430,1218.82,1151.96,997.537
1431,1217.82,1153.57,988.479
1432,1214.78,1155.19,991.551
1433,1231.33,1156.8,994.046
1434,1235.78,1158.41,1007.07
1435,1231.34,1160.03,986.89
1436,1229.83,1161.65,1005.13
1437,1226.53,1163.27,988.485
1438,1240.42,1164.89,1003.59
1439,1258.86,1166.51,1062.2
1440,1209.79,1168.13,923.945
1441,1267.65,1169.75,1066.03
1442,1202.74,1171.38,918.233
1443,1285.87,1173,1086.25
1444,1197.93,1174.63,914.577
1445,1316.44,1176.25,1097.65
1446,1166.25,1177.88,893.22
1447,1328.89,1179.51,1093.56
1448,1192.42,1181.14,928.4
1449,1346.97,1182.78,1125.31
1450,1168.88,1184.41,888.109
1451,1358.86,1186.04,1161.8
1452,1166.41,1187.68,883.703
1453,1354.94,1189.31,1159.09
1454,1176.31,1190.95,900.483
1455,1326.42,1192.59,1142.89
1456,1211.23,1194.23,935.508
1457,1331.98,1195.87,1139.36
1458,1192.06,1197.51,917.722
1459,1337.61,1199.16,1140.84
1460,1205.62,1200.8,944.186
1461,1332.33,1202.45,1123.02
1462,1202.28,1204.09,954.268
1463,1324.79,1205.74,1122.67
1464,1233.84,1207.39,996.359
1465,1323.96,1209.04,1110.49
1466,1252.86,1210.69,1024.56
1467,1327.22,1212.34,1091.93
1468,1273.19,1214,1069.1
1469,1286.33,1215.65,1069.6
1470,1321.39,1217.31,1123.68
1471,1234.27,1218.96,981.758
1472,1356.58,1220.62,1134.14
1473,1229.59,1222.28,980.327
1474,1379.24,1223.94,1183.03
1475,1225.26,1225.6,919.016
1476,1372.07,1227.26,1175.72
1477,1240.47,1228.93,964.969
1478,1371.09,1230.59,1152.13
1479,1229.71,1232.26,970.124
1480,1357.06,1233.93,1131.32
1481,1257.92,1235.59,1016.54
1482,1334.79,1237.26,1104.8
1483,1275.55,1238.93,1033.4
1484,1341.33,1240.6,1106.94
1485,1309.36,1242.28,1065.12
1486,1283.74,1243.95,1064.14
1487,1340.03,1245.63,1130.77
1488,1257.16,1247.3,987.473
1489,1403.55,1248.98,1191.73
1490,1246.94,1250.66,916.165
1491,1391.64,1252.34,1184.19
1492,1268.55,1254.02,980.602
1493,1378.51,1255.7,1145.3
1494,1285.62,1257.38,1009.77
1495,1349.96,1259.06,1120.67
1496,1344.85,1260.75,1088.01
1497,1336.21,1262.44,1086.21
1498,1370.96,1264.12,1153.51
1499,1276.06,1265.81,993.198
1500,1433.05,1267.5,1222.82
1501,1268.16,1269.19,928.6
1502,1420.13,1270.88,1198.59
1503,1282.78,1272.58,1007.1
1504,1405.48,1274.27,1164.47
1505,1300.92,1275.96,1034.1
1506,1383.94,1277.66,1132.28
1507,1348.77,1279.36,1100.92
1508,1324.31,1281.06,1082.06
1509,1396.76,1282.76,1178.44
1510,1278.89,1284.46,998.322
1511,1451.39,1286.16,1225.3
1512,1303.48,1287.86,1010.5
1513,1394.25,1289.57,1165.16
1514,1323.84,1291.27,1074.07
1515,1379.61,1292.98,1126.29
1516,1360.28,1294.68,1127.66
1517,1342.02,1296.39,1106.43
1518,1408.14,1298.1,1200.35
1519,1294.31,1299.81,1031.88
1520,1459.48,1301.53,1257.95
1521,1321.42,1303.24,1066.66
1522,1436.18,1304.95,1188.78
1523,1334.58,1306.67,1095.28
1524,1414.31,1308.38,1162.33
1525,1366.55,1310.1,1147.9
1526,1345.08,1311.82,1112.93
1527,1480.48,1313.54,1261.58
1528,1343.66,1315.26,1076.19
1529,1437.56,1316.98,1196.56
1530,1358.75,1318.71,1123.85
1531,1431.53,1320.43,1172.83
1532,1387.83,1322.16,1157.87
1533,1352.4,1323.88,1118.65
1534,1479.53,1325.61,1272.62
1535,1330.8,1327.34,1015.24
1536,1465.04,1329.07,1248.32
1537,1360.76,1330.8,1124.14
1538,1437.24,1332.53,1171.12
1539,1392.06,1334.27,1156.53
1540,1354.09,1336,1120.21
1541,1509.82,1337.74,1276.28
1542,1342.53,1339.47,1071.79
1543,1463.78,1341.21,1209.28
1544,1370.47,1342.95,1116.48
1545,1459.18,1344.69,1187.85
1546,1422.69,1346.43,1226.35
1547,1358.54,1348.17,1052.45
1548,1508.5,1349.92,1269.21
1549,1372.04,1351.66,1111.09
1550,1444.03,1353.41,1191.08
1551,1435.41,1355.16,1184.54
1552,1401.58,1356.9,1125
1553,1479.61,1358.65,1281.02
1554,1346.51,1360.4,1014.89
1555,1505.24,1362.15,1263.31
1556,1381.97,1363.91,1126.03
1557,1457.05,1365.66,1186.5
1558,1457.78,1367.42,1244.18
1559,1363.81,1369.17,1058.89
1560,1527.19,1370.93,1273.18
1561,1388.31,1372.69,1127.07
1562,1472.66,1374.45,1193.8
1563,1450.5,1376.21,1188.79
1564,1383.08,1377.97,1114.51
1565,1553.83,1379.73,1291.43
1566,1372.65,1381.49,1111.07
1567,1488.2,1383.26,1212.15
1568,1432.81,1385.03,1192.91
1569,1429.23,1386.79,1147.31
1570,1525.83,1388.56,1313.94
1571,1394.99,1390.33,1102.04
1572,1527.64,1392.1,1228.42
1573,1422.99,1393.87,1166.91
1574,1456.15,1395.65,1171.91
1575,1542.18,1397.42,1310.57
1576,1404.77,1399.19,1100.83
1577,1532.33,1400.97,1227.38
1578,1434.93,1402.75,1163.76
1579,1457.79,1404.53,1174.47
1580,1558.59,1406.31,1304.6
1581,1411.16,1408.09,1105.97
1582,1531.78,1409.87,1226.27
1583,1477.92,1411.65,1209.46
1584,1428.57,1413.44,1148.63
1585,1580.85,1415.22,1290.17
1586,1407.39,1417.01,1132.17
1587,1508.97,1418.79,1217.37
1588,1520.65,1420.58,1227.24
1589,1409.57,1422.37,1159.3
1590,1602.74,1424.16,1295.24
1591,1433.51,1425.96,1156.54
1592,1530.32,1427.75,1225.8
1593,1524.5,1429.54,1267.8
1594,1428.35,1431.34,1114.14
1595,1601.95,1433.13,1298.75
1596,1439.9,1434.93,1164.59
1597,1494.62,1436.73,1204.63
1598,1558.53,1438.53,1265.35
1599,1446.23,1440.33,1180.04
1600,1555.54,1442.13,1253.91
1601,1504.17,1443.94,1216.64
1602,1439.58,1445.74,1163.85
1603,1612.78,1447.55,1320.81
1604,1445.36,1449.35,1156.68
1605,1531.53,1451.16,1239.15
1606,1545.52,1452.97,1287.93
1607,1435.99,1454.78,1122.29
1608,1612.19,1456.59,1308.47
1609,1453.48,1458.4,1168.98
1610,1513.96,1460.22,1219.74
1611,1611.29,1462.03,1334.73
1612,1459.84,1463.85,1155.78
1613,1569.92,1465.66,1250.95
1614,1575.68,1467.48,1297.89
1615,1454.58,1469.3,1130.15
1616,1630.12,1471.12,1312.47
1617,1497.7,1472.94,1204.34
1618,1525.25,1474.76,1221.23
1619,1646.94,1476.59,1333.45
1620,1478.89,1478.41,1167.82
1621,1586.3,1480.24,1250.03
1622,1589.27,1482.06,1301.38
1623,1495.43,1483.89,1200.51
1624,1610.06,1485.72,1277.71
1625,1569.56,1487.55,1250.07
1626,1489.26,1489.38,1196.03
1627,1671.61,1491.22,1331.08
1628,1528.08,1493.05,1223.71
1629,1527.61,1494.88,1234.21
1630,1659.07,1496.72,1331.93
1631,1524.38,1498.56,1214.78
1632,1562.83,1500.4,1258.63
1633,1656.18,1502.24,1367.8
1634,1503.25,1504.08,1183.13
1635,1622.32,1505.92,1285.56
1636,1614.93,1507.76,1315.12
1637,1498.75,1509.6,1170.83
1638,1645.12,1511.45,1332.8
1639,1625.1,1513.29,1323.24
1640,1489.27,1515.14,1153.57
1641,1700.41,1516.99,1365.17
1642,1567.32,1518.84,1260.44
1643,1507.9,1520.69,1210.07
1644,1715.66,1522.54,1384.32
1645,1549.84,1524.39,1239.98
1646,1542.45,1526.25,1271.43
1647,1721,1528.1,1398.84
1648,1539.15,1529.96,1231.56
1649,1591.37,1531.82,1293.46
1650,1688.47,1533.68,1408.49
1651,1563.67,1535.53,1247.29
1652,1587.07,1537.4,1281.49
1653,1712.26,1539.26,1425.61
1654,1564.9,1541.12,1245.25
1655,1600.22,1542.98,1275.3
1656,1720.96,1544.85,1422.51
1657,1540.21,1546.72,1208.69
1658,1630.43,1548.58,1309.59
1659,1729.24,1550.45,1423.39
1660,1547.98,1552.32,1207.67
1661,1637.04,1554.19,1315.82
1662,1725.74,1556.06,1424.45
1663,1576.97,1557.94,1252.22
1664,1615.34,1559.81,1280.97
1665,1729.83,1561.69,1431.27
1666,1596.46,1563.56,1250.65
1667,1624.52,1565.44,1282.4
1668,1742.26,1567.32,1425.66
1669,1616.09,1569.2,1262.41
1670,1610.62,1571.08,1297.7
1671,1779.34,1572.96,1415.01
1672,1625.11,1574.85,1299.83
1673,1575.55,1576.73,1269.26
1674,1776.25,1578.62,1407.88
1675,1667.62,1580.5,1343.01
1676,1569.86,1582.39,1240.49
1677,1778.72,1584.28,1415.64
1678,1680.98,1586.17,1389.18
1679,1575.74,1588.06,1204.85
1680,1729.67,1589.95,1399.32
1681,1743.27,1591.85,1442.11
1682,1631.74,1593.74,1348.3
1683,1723.72,1595.64,1356.96
1684,1785.9,1597.53,1490.55
1685,1618.5,1599.43,1317.09
1686,1664.35,1601.33,1328.65
1687,1798.92,1603.23,1470.13
1688,1651.79,1605.13,1356.27
1689,1636.33,1607.03,1310.43
1690,1810.23,1608.94,1470.82
1691,1708.88,1610.84,1465.83
1692,1662.26,1612.75,1362.46
1693,1741.12,1614.65,1364.08
1694,1766.59,1616.56,1512.91
1695,1642.7,1618.47,1334.79
1696,1700.92,1620.38,1344.48
1697,1812.92,1622.29,1516.86
1698,1678.3,1624.21,1386.81
1699,1666.22,1626.12,1319.95
1700,1809.92,1628.03,1501.79
1701,1734.68,1629.95,1476.82
1702,1685.16,1631.87,1386.73
1703,1742.9,1633.78,1361.4
1704,1804.19,1635.7,1521.84
1705,1641.44,1637.62,1343.74
1706,1681.1,1639.55,1343.19
1707,1827.87,1641.47,1510.2
1708,1734.54,1643.39,1440.13
1709,1655.22,1645.32,1313.3
1710,1799.19,1647.24,1478.22
1711,1800.3,1649.17,1528.93
1712,1674.22,1651.1,1357.29
1713,1715.5,1653.03,1355.57
1714,1852.61,1654.96,1526.19
1715,1742.71,1656.89,1445.55
1716,1662.17,1658.82,1323.26
1717,1809.8,1660.76,1484.09
1718,1831.62,1662.69,1555.23
1719,1688.47,1664.63,1386.57
1720,1712.83,1666.57,1358.4
1721,1866.04,1668.5,1543.51
1722,1772.82,1670.44,1509.52
1723,1704.91,1672.38,1407.58
1724,1778.35,1674.33,1388.14
1725,1841.4,1676.27,1576.47
1726,1696.17,1678.21,1385.62
1727,1735.73,1680.16,1377.6
1728,1853.96,1682.1,1537.67
1729,1806.01,1684.05,1519.58
1730,1706.12,1686,1425.27
1731,1762.54,1687.95,1378.92
1732,1867.63,1689.9,1553.3
1733,1756.16,1691.85,1476.77
1734,1690.93,1693.81,1354.58
1735,1846.09,1695.76,1488.44
1736,1866.47,1697.72,1570.96
1737,1678.03,1699.67,1374.28
1738,1747.47,1701.63,1375.24
1739,1873.33,1703.59,1536.84
1740,1816.96,1705.55,1514.84
1741,1737.34,1707.51,1424.03
1742,1776.1,1709.47,1389.75
1743,1878.34,1711.43,1544.9
1744,1807.47,1713.4,1512.82
1745,1757.63,1715.36,1430.43
1746,1790.88,1717.33,1390.99
1747,1906.88,1719.3,1560.63
1748,1778.83,1721.27,1461.82
1749,1748.88,1723.24,1423.31
1750,1846.55,1725.21,1443.02
1751,1878.93,1727.18,1571.38
1752,1759.5,1729.15,1423.76
1753,1765.53,1731.13,1391.69
1754,1864.36,1733.1,1517.14
1755,1910.27,1735.08,1572.76
1756,1712.78,1737.06,1385.8
1757,1779.35,1739.04,1379.48
1758,1881.9,1741.02,1544.76
1759,1905.46,1743,1580.84
1760,1716.35,1744.98,1377.53
1761,1774.6,1746.97,1386.18
